"genes"	"cluster"	"ref"	"rank"	"scores"	"logfoldchanges"	"pvals"	"pvals_adj"	"gene_names"	"asct_cell_types"
"ENSG00000090402"	"consensus molecular subtype 3 epithelial cell"	"rest"	2447	5.225415	2.326986	2.08335929695298e-07	1.71083531368349e-06	"SI"	"absorptive "
"ENSG00000090402"	"nan"	"rest"	1982	4.5609026	0.44209152	5.10256218609596e-06	1.20129173781434e-05	"SI"	"absorptive "
"ENSG00000090402"	"natural killer cell"	"rest"	21251	-1.8847799	-23.781952	0.0605456007169069	0.324256971685097	"SI"	"absorptive "
"ENSG00000090402"	"glial cell"	"rest"	21585	-2.4515285	-23.786406	0.0146034283343183	0.0674603783072935	"SI"	"absorptive "
"ENSG00000101335"	"glial cell"	"rest"	575	6.4384894	1.4265181	1.98154511140346e-10	5.07633183103925e-09	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"T cell"	"rest"	24301	-5.798852	-3.4486535	1.66684249287024e-08	7.78093549157439e-07	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"conventional dendritic cell"	"rest"	24128	-3.4143744	-1.995569	0.000780465696822127	0.0115131658744504	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"endothelial tip cell"	"rest"	642	10.18742	1.5988438	1.24461338182609e-23	4.2261461896943e-22	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"brush cell of epithelium proper of large intestine"	"rest"	24025	-2.074278	-28.663866	0.0485023471648984	0.98839978386086	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"natural killer cell"	"rest"	24207	-5.2211814	-2.7826648	3.13474889598156e-07	1.48894473825864e-05	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"enterocyte of epithelium of large intestine"	"rest"	24217	-5.023412	-3.477046	1.00296586483205e-06	3.05697985318472e-05	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"T-helper 17 cell"	"rest"	24260	-6.214166	-3.4621718	1.4719192407213e-09	6.52185777549361e-08	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"CD4-positive, alpha-beta T cell"	"rest"	24178	-15.409835	-3.1338456	3.40916921032983e-51	1.71965820456596e-49	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"pericyte"	"rest"	2	34.048923	5.2051973	1.35409952605308e-148	1.101966194302e-144	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"endothelial stalk cell"	"rest"	2731	2.9563067	0.6622033	0.00319499890587339	0.01907622971093	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"B cell"	"rest"	24143	-14.689916	-3.091975	1.14145118888811e-46	4.90623051505534e-45	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"consensus molecular subtype 2 epithelial cell"	"rest"	23847	-6.511327	-2.0077727	1.35209954848848e-10	3.5802774812145e-09	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"CD8-positive, alpha-beta T cell"	"rest"	24290	-13.909523	-4.556962	2.60604315428075e-41	1.68317295155053e-39	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"consensus molecular subtype 1 epithelial cell"	"rest"	23494	-4.053807	-0.8953962	5.41302129013621e-05	0.000336011954684427	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"mast cell"	"rest"	24303	-5.7093887	-4.3653426	3.31695985585464e-08	2.49939067656899e-06	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"myofibroblast"	"rest"	9	55.729084	5.027096	0	0	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"myeloid cell"	"rest"	24192	-13.567458	-2.1038716	9.56765210406691e-41	2.45620040450778e-39	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"consensus molecular subtype 3 epithelial cell"	"rest"	24136	-6.629268	-1.6141025	5.69283452357245e-11	7.17156150972641e-10	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"endothelial cell of lymphatic vessel"	"rest"	23090	-1.7672439	-1.0213388	0.0789354067327298	0.556147006511713	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"T follicular helper cell"	"rest"	24270	-6.229231	-4.9072104	1.79179288396702e-09	9.09455955700018e-08	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"nan"	"rest"	24103	-37.733143	-1.2104723	4.30413884953078e-308	3.01957603081737e-306	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"regulatory T cell"	"rest"	24248	-11.119443	-3.0727239	1.57417547309147e-27	7.25130566038777e-26	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"goblet cell"	"rest"	24306	-4.831407	-4.2229433	2.97003978021681e-06	0.000157975057068003	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"stromal cell"	"rest"	108	46.65521	2.985913	0	0	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"IgA plasma cell"	"rest"	23612	-16.663668	-2.8131406	2.08511516061866e-59	5.50930752503724e-58	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"smooth muscle cell of large intestine"	"rest"	1	83.97219	7.41372	0	0	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"plasma cell"	"rest"	22928	-2.6425486	-4.7209654	0.0111124296170351	0.177390278191913	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"epithelial cell of large intestine"	"rest"	24282	-18.324514	-2.5304036	5.47353736567685e-72	1.35117230784262e-70	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"gamma-delta T cell"	"rest"	24215	-4.3518496	-3.6344173	2.31408655648705e-05	0.00111432168027761	"MYL9"	"epithelial stem cells"
"ENSG00000104267"	"conventional dendritic cell"	"rest"	6205	0.64790654	0.33537808	0.517559812933357	0.97282560728952	"CA2"	"absorptive "
"ENSG00000104267"	"natural killer cell"	"rest"	23065	-2.930561	-1.8775473	0.00358977394971424	0.0424410369047572	"CA2"	"absorptive "
"ENSG00000104267"	"pericyte"	"rest"	23597	-3.2173917	-1.7165303	0.00138083713593428	0.0122474334044695	"CA2"	"absorptive "
"ENSG00000104267"	"epithelial cell of large intestine"	"rest"	2247	10.56925	1.2947754	7.12410892109427e-26	6.01202886967147e-25	"CA2"	"absorptive "
"ENSG00000104267"	"consensus molecular subtype 1 epithelial cell"	"rest"	24163	-6.84211	-4.1621146	1.60703956301857e-11	2.59143090432863e-10	"CA2"	"absorptive "
"ENSG00000104267"	"endothelial cell of lymphatic vessel"	"rest"	24006	-2.7710795	-4.371121	0.00649017609047624	0.10965478136532	"CA2"	"absorptive "
"ENSG00000104267"	"mast cell"	"rest"	23565	-3.5003448	-3.2185256	0.000540303521163767	0.0102176376186617	"CA2"	"absorptive "
"ENSG00000104267"	"glial cell"	"rest"	22283	-2.951518	-1.3254247	0.00326315323272719	0.0196078323957178	"CA2"	"absorptive "
"ENSG00000104267"	"endothelial stalk cell"	"rest"	23536	-3.754261	-1.7822338	0.00018987848773397	0.00161578717306976	"CA2"	"absorptive "
"ENSG00000104267"	"consensus molecular subtype 2 epithelial cell"	"rest"	23232	-4.9800596	-2.4586346	7.85869791599525e-07	1.09691275953739e-05	"CA2"	"absorptive "
"ENSG00000104267"	"smooth muscle cell of large intestine"	"rest"	23834	-5.1787243	-2.799559	2.93467707366445e-07	3.89503268899504e-06	"CA2"	"absorptive "
"ENSG00000104267"	"myofibroblast"	"rest"	24101	-7.9876537	-3.4695132	3.28983187461258e-15	4.0098829449222e-14	"CA2"	"absorptive "
"ENSG00000104267"	"T cell"	"rest"	23153	-2.8813713	-1.8010988	0.0041831749752583	0.0417872478911441	"CA2"	"absorptive "
"ENSG00000104267"	"T-helper 17 cell"	"rest"	7171	0.4184165	0.16491976	0.675793802305478	0.952203459684289	"CA2"	"absorptive "
"ENSG00000104267"	"gamma-delta T cell"	"rest"	23114	-2.482415	-2.345534	0.0138838434260229	0.160946234863316	"CA2"	"absorptive "
"ENSG00000104267"	"regulatory T cell"	"rest"	23957	-8.577953	-4.3387647	2.9521891068278e-17	7.10096008414718e-16	"CA2"	"absorptive "
"ENSG00000104267"	"IgA plasma cell"	"rest"	22261	-11.892726	-3.0499067	8.22294657497883e-32	8.55733238199204e-31	"CA2"	"absorptive "
"ENSG00000104267"	"endothelial tip cell"	"rest"	4583	2.693907	0.6434985	0.00713828926315623	0.0268527263591211	"CA2"	"absorptive "
"ENSG00000104267"	"stromal cell"	"rest"	23853	-11.612089	-2.2354608	1.07850153472741e-30	1.10865416710884e-29	"CA2"	"absorptive "
"ENSG00000104267"	"goblet cell"	"rest"	359	4.6597652	2.0157826	4.83084110235825e-06	0.000244182514850879	"CA2"	"absorptive "
"ENSG00000104267"	"myeloid cell"	"rest"	21483	-4.935803	-0.84995717	8.33281895274532e-07	3.98896944926126e-06	"CA2"	"absorptive "
"ENSG00000104267"	"enterocyte of epithelium of large intestine"	"rest"	7	22.732443	6.2757545	6.68649150930318e-64	1.25572310544714e-60	"CA2"	"absorptive "
"ENSG00000104267"	"plasma cell"	"rest"	16627	-1.2234031	-1.7902443	0.22593295344778	0.70159586220183	"CA2"	"absorptive "
"ENSG00000104267"	"T follicular helper cell"	"rest"	23922	-4.465014	-27.36579	1.19788262761768e-05	0.000278259814183236	"CA2"	"absorptive "
"ENSG00000104267"	"brush cell of epithelium proper of large intestine"	"rest"	17101	-0.5920037	-1.0886109	0.556846327242082	0.98839978386086	"CA2"	"absorptive "
"ENSG00000104267"	"nan"	"rest"	155	21.722792	0.9721487	2.9570254577682e-104	4.93120351953229e-103	"CA2"	"absorptive "
"ENSG00000104267"	"CD4-positive, alpha-beta T cell"	"rest"	23387	-9.934933	-2.6982284	7.52610456677588e-23	1.26370231701008e-21	"CA2"	"absorptive "
"ENSG00000104267"	"CD8-positive, alpha-beta T cell"	"rest"	23598	-8.177613	-2.871835	5.78581327466248e-16	1.03105726487306e-14	"CA2"	"absorptive "
"ENSG00000104267"	"B cell"	"rest"	23592	-10.462091	-3.342911	5.1828578007038e-25	9.52101507497235e-24	"CA2"	"absorptive "
"ENSG00000104267"	"consensus molecular subtype 3 epithelial cell"	"rest"	24033	-5.914847	-2.563632	4.70996925846308e-09	4.81563700786865e-08	"CA2"	"absorptive "
"ENSG00000107954"	"T follicular helper cell"	"rest"	18608	-1.1597395	-1.8754506	0.246895083921443	0.688093216764625	"NEURL1"	"enterocytes"
"ENSG00000107954"	"T cell"	"rest"	4680	0.6317599	0.64784473	0.527824816429132	0.958008116617064	"NEURL1"	"enterocytes"
"ENSG00000107954"	"pericyte"	"rest"	10695	-0.0010895979	-0.0010860099	0.999130938083998	0.99951313572078	"NEURL1"	"enterocytes"
"ENSG00000107954"	"IgA plasma cell"	"rest"	15305	-5.0427356	-3.8162484	4.8948108906466e-07	1.24897484410792e-06	"NEURL1"	"enterocytes"
"ENSG00000107954"	"gamma-delta T cell"	"rest"	20284	-1.3518622	-23.845663	0.178467957439841	0.729957566248329	"NEURL1"	"enterocytes"
"ENSG00000107954"	"plasma cell"	"rest"	12823	-0.75606686	-23.84318	0.453463747866344	0.937335021624665	"NEURL1"	"enterocytes"
"ENSG00000107954"	"goblet cell"	"rest"	95	8.312497	5.239785	2.30997143157378e-14	5.03532522593235e-12	"NEURL1"	"enterocytes"
"ENSG00000107954"	"natural killer cell"	"rest"	17613	-0.9225938	-1.4006596	0.356688890652633	0.882232031288394	"NEURL1"	"enterocytes"
"ENSG00000107954"	"brush cell of epithelium proper of large intestine"	"rest"	1709	0.78631085	2.5568144	0.437881980886916	0.98839978386086	"NEURL1"	"enterocytes"
"ENSG00000107954"	"consensus molecular subtype 3 epithelial cell"	"rest"	10831	0.4944651	0.31904334	0.621051356427356	0.87159966749928	"NEURL1"	"enterocytes"
"ENSG00000107954"	"consensus molecular subtype 2 epithelial cell"	"rest"	17032	-1.4741108	-1.2791612	0.140897160585775	0.349224698329046	"NEURL1"	"enterocytes"
"ENSG00000107954"	"consensus molecular subtype 1 epithelial cell"	"rest"	21667	-1.94338	-1.9424026	0.0522380508104378	0.144383535886565	"NEURL1"	"enterocytes"
"ENSG00000107954"	"nan"	"rest"	2434	3.6513174	0.36893636	0.000261093966582211	0.000539513169711223	"NEURL1"	"enterocytes"
"ENSG00000107954"	"conventional dendritic cell"	"rest"	7582	0.33415267	0.40112472	0.738499098629749	0.97282560728952	"NEURL1"	"enterocytes"
"ENSG00000107954"	"T-helper 17 cell"	"rest"	6915	0.48657602	0.4829507	0.626737361933949	0.952203459684289	"NEURL1"	"enterocytes"
"ENSG00000107954"	"endothelial cell of lymphatic vessel"	"rest"	21726	-1.1781698	-23.844793	0.24120407202332	0.9351745473901	"NEURL1"	"enterocytes"
"ENSG00000107954"	"epithelial cell of large intestine"	"rest"	8909	1.8044055	0.4813904	0.0712138249577944	0.128386820448943	"NEURL1"	"enterocytes"
"ENSG00000107954"	"CD8-positive, alpha-beta T cell"	"rest"	20564	-3.5529094	-3.694414	0.000392266666342654	0.00179575691478155	"NEURL1"	"enterocytes"
"ENSG00000107954"	"myofibroblast"	"rest"	22849	-3.614516	-23.867693	0.000315113851857053	0.00124163808573888	"NEURL1"	"enterocytes"
"ENSG00000107954"	"B cell"	"rest"	18475	-2.960878	-1.75559	0.00309267069414171	0.00937827131123783	"NEURL1"	"enterocytes"
"ENSG00000107954"	"stromal cell"	"rest"	21504	-3.6532004	-1.5887594	0.000261533243111888	0.000707800975206034	"NEURL1"	"enterocytes"
"ENSG00000107954"	"mast cell"	"rest"	15284	-0.78606784	-1.2476746	0.432284103228043	0.90902533128419	"NEURL1"	"enterocytes"
"ENSG00000107954"	"CD4-positive, alpha-beta T cell"	"rest"	16136	-2.2835753	-1.2364868	0.0224509612131771	0.0539326741177315	"NEURL1"	"enterocytes"
"ENSG00000107954"	"enterocyte of epithelium of large intestine"	"rest"	286	7.442499	4.7912593	2.10298082935018e-12	1.54645102312516e-10	"NEURL1"	"enterocytes"
"ENSG00000107954"	"regulatory T cell"	"rest"	18468	-1.7956611	-1.2920988	0.0727048579130575	0.189753696826229	"NEURL1"	"enterocytes"
"ENSG00000107954"	"smooth muscle cell of large intestine"	"rest"	20408	-1.5483009	-1.7279887	0.121902587956986	0.347050799832691	"NEURL1"	"enterocytes"
"ENSG00000107954"	"endothelial tip cell"	"rest"	22749	-2.9898202	-5.1604056	0.00287852677813105	0.0121375393370106	"NEURL1"	"enterocytes"
"ENSG00000107954"	"glial cell"	"rest"	21439	-2.352669	-23.852968	0.0190679653230655	0.0839086707637567	"NEURL1"	"enterocytes"
"ENSG00000107954"	"endothelial stalk cell"	"rest"	22508	-2.3683524	-23.853113	0.0182826540047049	0.0826732200168298	"NEURL1"	"enterocytes"
"ENSG00000107954"	"myeloid cell"	"rest"	15576	-1.5828725	-0.66297174	0.113524967231346	0.214503409177778	"NEURL1"	"enterocytes"
"ENSG00000115129"	"conventional dendritic cell"	"rest"	21075	-1.0930191	-0.5757999	0.275363532698626	0.849550390997181	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"natural killer cell"	"rest"	23932	-4.1899133	-2.8076353	3.46238152357546e-05	0.000920812445714283	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"nan"	"rest"	15958	-4.487132	-0.15402293	7.23035975164282e-06	1.68404887403747e-05	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"CD4-positive, alpha-beta T cell"	"rest"	24071	-14.20357	-4.6583633	5.67624653128027e-44	2.23156010973714e-42	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"consensus molecular subtype 1 epithelial cell"	"rest"	1729	5.8193655	1.1351395	7.37385836747567e-09	8.49978178392592e-08	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"mast cell"	"rest"	23190	-3.1135125	-1.9117558	0.00199040567627716	0.0279390928388124	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"smooth muscle cell of large intestine"	"rest"	8427	0.27922606	0.07774411	0.780124221368797	0.933910623822471	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"endothelial tip cell"	"rest"	2121	5.041799	0.9943494	5.18911241145636e-07	4.46395315057419e-06	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"regulatory T cell"	"rest"	23985	-8.711532	-2.8366597	7.72615407594809e-18	1.94060005771807e-16	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"goblet cell"	"rest"	1186	2.252209	0.9739753	0.025015327102401	0.247156696025098	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"T follicular helper cell"	"rest"	24159	-5.386266	-26.889013	1.61982175787685e-07	5.92010904143795e-06	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"enterocyte of epithelium of large intestine"	"rest"	430	6.1147046	2.1603284	2.93628812249573e-09	1.39739840589885e-07	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"myeloid cell"	"rest"	20423	-3.9566593	-0.57727	7.71792439595406e-05	0.000288332679728879	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"consensus molecular subtype 2 epithelial cell"	"rest"	16506	-1.3183627	-0.38340008	0.187645555630465	0.432758227391099	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"T-helper 17 cell"	"rest"	24116	-5.2035303	-3.8145292	3.25224910829998e-07	9.35222729446828e-06	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"CD8-positive, alpha-beta T cell"	"rest"	24136	-11.5272455	-4.8848143	1.7976469293148e-29	7.15950279482735e-28	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"pericyte"	"rest"	2193	2.9429028	0.9280719	0.0033709015894054	0.0258389925914422	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"myofibroblast"	"rest"	1135	9.963132	1.4770409	7.58781493774194e-23	1.43270621724696e-21	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"plasma cell"	"rest"	20466	-1.8307285	-2.7814293	0.0723600357540304	0.445125590949587	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"IgA plasma cell"	"rest"	22826	-13.369576	-2.655035	1.29687410590845e-39	1.81443463734378e-38	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"endothelial cell of lymphatic vessel"	"rest"	1634	2.1121058	1.130609	0.0359249687348101	0.35227890927397	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"B cell"	"rest"	23827	-11.758656	-2.9791136	4.3248776505634e-31	1.04335536522584e-29	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"epithelial cell of large intestine"	"rest"	1454	13.954218	1.2264422	1.28213338656769e-43	1.75755218976213e-42	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"stromal cell"	"rest"	1863	11.396171	1.0897032	8.74633762055424e-30	8.75853513815468e-29	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"brush cell of epithelium proper of large intestine"	"rest"	269	1.8036782	2.168778	0.0803699029830039	0.98839978386086	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"glial cell"	"rest"	19470	-1.4100918	-0.51927525	0.158858886935945	0.427794050921482	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"endothelial stalk cell"	"rest"	3744	2.2338483	0.60884714	0.0257400470997988	0.108385220747583	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"consensus molecular subtype 3 epithelial cell"	"rest"	1410	7.18901	1.253536	1.03792692218245e-12	1.56826062971281e-11	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"T cell"	"rest"	24268	-5.5102434	-26.889318	8.35974202221492e-08	3.41295554733035e-06	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"gamma-delta T cell"	"rest"	23953	-3.5320132	-3.6214902	0.00052056167499795	0.0137543211400432	"TP53I3"	"myofibroblasts"
"ENSG00000116824"	"IgA plasma cell"	"rest"	24044	-20.757206	-6.3565993	2.35046266073657e-88	1.24477647286817e-86	"CD2"	"CD4+ T"
"ENSG00000116824"	"IgA plasma cell"	"rest"	24044	-20.757206	-6.3565993	2.35046266073657e-88	1.24477647286817e-86	"CD2"	"CD8+ T"
"ENSG00000116824"	"natural killer cell"	"rest"	92	9.114282	2.3041887	1.91558481391215e-18	5.02871910181197e-16	"CD2"	"CD4+ T"
"ENSG00000116824"	"natural killer cell"	"rest"	92	9.114282	2.3041887	1.91558481391215e-18	5.02871910181197e-16	"CD2"	"CD8+ T"
"ENSG00000116824"	"myofibroblast"	"rest"	24350	-13.202466	-5.4010463	5.22277368377178e-37	1.75149446037918e-35	"CD2"	"CD4+ T"
"ENSG00000116824"	"myofibroblast"	"rest"	24350	-13.202466	-5.4010463	5.22277368377178e-37	1.75149446037918e-35	"CD2"	"CD8+ T"
"ENSG00000116824"	"T cell"	"rest"	2	29.860651	4.720553	2.04442340980578e-116	1.66375177089994e-112	"CD2"	"CD4+ T"
"ENSG00000116824"	"T cell"	"rest"	2	29.860651	4.720553	2.04442340980578e-116	1.66375177089994e-112	"CD2"	"CD8+ T"
"ENSG00000116824"	"epithelial cell of large intestine"	"rest"	24362	-23.545616	-5.0076313	8.49262136913892e-114	4.27502800218882e-112	"CD2"	"CD4+ T"
"ENSG00000116824"	"epithelial cell of large intestine"	"rest"	24362	-23.545616	-5.0076313	8.49262136913892e-114	4.27502800218882e-112	"CD2"	"CD8+ T"
"ENSG00000116824"	"endothelial cell of lymphatic vessel"	"rest"	24322	-4.201309	-4.860274	5.11578614904935e-05	0.00224231244242174	"CD2"	"CD4+ T"
"ENSG00000116824"	"endothelial cell of lymphatic vessel"	"rest"	24322	-4.201309	-4.860274	5.11578614904935e-05	0.00224231244242174	"CD2"	"CD8+ T"
"ENSG00000116824"	"T-helper 17 cell"	"rest"	1	34.205444	4.7489724	1.12115720167219e-143	2.73719319216248e-139	"CD2"	"CD4+ T"
"ENSG00000116824"	"T-helper 17 cell"	"rest"	1	34.205444	4.7489724	1.12115720167219e-143	2.73719319216248e-139	"CD2"	"CD8+ T"
"ENSG00000116824"	"endothelial tip cell"	"rest"	24358	-11.406067	-5.973324	5.30800483583236e-28	2.22280669060053e-26	"CD2"	"CD4+ T"
"ENSG00000116824"	"endothelial tip cell"	"rest"	24358	-11.406067	-5.973324	5.30800483583236e-28	2.22280669060053e-26	"CD2"	"CD8+ T"
"ENSG00000116824"	"gamma-delta T cell"	"rest"	180	5.693577	1.9139992	3.02842688102096e-08	3.1328819437816e-06	"CD2"	"CD4+ T"
"ENSG00000116824"	"gamma-delta T cell"	"rest"	180	5.693577	1.9139992	3.02842688102096e-08	3.1328819437816e-06	"CD2"	"CD8+ T"
"ENSG00000116824"	"nan"	"rest"	22421	-17.58013	-0.5435582	4.96163555059004e-69	5.41257240089836e-68	"CD2"	"CD4+ T"
"ENSG00000116824"	"nan"	"rest"	22421	-17.58013	-0.5435582	4.96163555059004e-69	5.41257240089836e-68	"CD2"	"CD8+ T"
"ENSG00000116824"	"T follicular helper cell"	"rest"	9	20.079924	3.7412071	1.24871483979612e-66	3.04861240987825e-63	"CD2"	"CD4+ T"
"ENSG00000116824"	"T follicular helper cell"	"rest"	9	20.079924	3.7412071	1.24871483979612e-66	3.04861240987825e-63	"CD2"	"CD8+ T"
"ENSG00000116824"	"pericyte"	"rest"	24346	-7.5192986	-5.251924	4.44157444196854e-13	2.17307812477395e-11	"CD2"	"CD4+ T"
"ENSG00000116824"	"pericyte"	"rest"	24346	-7.5192986	-5.251924	4.44157444196854e-13	2.17307812477395e-11	"CD2"	"CD8+ T"
"ENSG00000116824"	"consensus molecular subtype 1 epithelial cell"	"rest"	24363	-11.045728	-6.9100223	2.74129433353687e-26	1.40305995511466e-24	"CD2"	"CD4+ T"
"ENSG00000116824"	"consensus molecular subtype 1 epithelial cell"	"rest"	24363	-11.045728	-6.9100223	2.74129433353687e-26	1.40305995511466e-24	"CD2"	"CD8+ T"
"ENSG00000116824"	"CD4-positive, alpha-beta T cell"	"rest"	19	41.631214	3.293436	5.87255370183701e-313	8.43367800450878e-310	"CD2"	"CD4+ T"
"ENSG00000116824"	"CD4-positive, alpha-beta T cell"	"rest"	19	41.631214	3.293436	5.87255370183701e-313	8.43367800450878e-310	"CD2"	"CD8+ T"
"ENSG00000116824"	"endothelial stalk cell"	"rest"	24345	-8.529844	-5.0871677	1.92069064034424e-16	7.92090224550072e-15	"CD2"	"CD4+ T"
"ENSG00000116824"	"endothelial stalk cell"	"rest"	24345	-8.529844	-5.0871677	1.92069064034424e-16	7.92090224550072e-15	"CD2"	"CD8+ T"
"ENSG00000116824"	"glial cell"	"rest"	24240	-8.452366	-5.0237246	3.50816625512703e-16	1.60090412995647e-14	"CD2"	"CD4+ T"
"ENSG00000116824"	"glial cell"	"rest"	24240	-8.452366	-5.0237246	3.50816625512703e-16	1.60090412995647e-14	"CD2"	"CD8+ T"
"ENSG00000116824"	"consensus molecular subtype 3 epithelial cell"	"rest"	24368	-11.143071	-5.6695905	8.23999734420379e-27	3.33065058214224e-25	"CD2"	"CD4+ T"
"ENSG00000116824"	"consensus molecular subtype 3 epithelial cell"	"rest"	24368	-11.143071	-5.6695905	8.23999734420379e-27	3.33065058214224e-25	"CD2"	"CD8+ T"
"ENSG00000116824"	"CD8-positive, alpha-beta T cell"	"rest"	10	47.37545	4.132329	0	0	"CD2"	"CD4+ T"
"ENSG00000116824"	"CD8-positive, alpha-beta T cell"	"rest"	10	47.37545	4.132329	0	0	"CD2"	"CD8+ T"
"ENSG00000116824"	"conventional dendritic cell"	"rest"	19838	-0.81955546	-0.3448358	0.413235478710781	0.97282560728952	"CD2"	"CD4+ T"
"ENSG00000116824"	"conventional dendritic cell"	"rest"	19838	-0.81955546	-0.3448358	0.413235478710781	0.97282560728952	"CD2"	"CD8+ T"
"ENSG00000116824"	"regulatory T cell"	"rest"	5	43.172924	4.0517306	1.70416595716684e-292	6.93425127971186e-289	"CD2"	"CD4+ T"
"ENSG00000116824"	"regulatory T cell"	"rest"	5	43.172924	4.0517306	1.70416595716684e-292	6.93425127971186e-289	"CD2"	"CD8+ T"
"ENSG00000116824"	"consensus molecular subtype 2 epithelial cell"	"rest"	24257	-9.270754	-4.3646827	2.8802009457158e-19	1.99137541723387e-17	"CD2"	"CD4+ T"
"ENSG00000116824"	"consensus molecular subtype 2 epithelial cell"	"rest"	24257	-9.270754	-4.3646827	2.8802009457158e-19	1.99137541723387e-17	"CD2"	"CD8+ T"
"ENSG00000116824"	"mast cell"	"rest"	24311	-5.7512946	-4.2434845	2.55368544462633e-08	1.99187464680853e-06	"CD2"	"CD4+ T"
"ENSG00000116824"	"mast cell"	"rest"	24311	-5.7512946	-4.2434845	2.55368544462633e-08	1.99187464680853e-06	"CD2"	"CD8+ T"
"ENSG00000116824"	"myeloid cell"	"rest"	24357	-18.17322	-3.7428749	1.51242648516624e-69	7.00652375879482e-68	"CD2"	"CD4+ T"
"ENSG00000116824"	"myeloid cell"	"rest"	24357	-18.17322	-3.7428749	1.51242648516624e-69	7.00652375879482e-68	"CD2"	"CD8+ T"
"ENSG00000116824"	"goblet cell"	"rest"	24347	-5.3602357	-28.651384	2.78143614322561e-07	1.94438907784564e-05	"CD2"	"CD4+ T"
"ENSG00000116824"	"goblet cell"	"rest"	24347	-5.3602357	-28.651384	2.78143614322561e-07	1.94438907784564e-05	"CD2"	"CD8+ T"
"ENSG00000116824"	"B cell"	"rest"	24267	-17.041151	-4.5174184	7.06875415163228e-61	4.34701672186274e-59	"CD2"	"CD4+ T"
"ENSG00000116824"	"B cell"	"rest"	24267	-17.041151	-4.5174184	7.06875415163228e-61	4.34701672186274e-59	"CD2"	"CD8+ T"
"ENSG00000116824"	"smooth muscle cell of large intestine"	"rest"	24325	-9.32597	-4.972508	2.35081064608992e-19	1.08288096440829e-17	"CD2"	"CD4+ T"
"ENSG00000116824"	"smooth muscle cell of large intestine"	"rest"	24325	-9.32597	-4.972508	2.35081064608992e-19	1.08288096440829e-17	"CD2"	"CD8+ T"
